mid,bid,created_at,text,reposts,comments,attitudes,media_type,page_title,page_url,partner,category,region,classified_by,confidence
5183306066562091,PyXaCrx6b,2025-06-30T10:38:50+00:00,#三亚被和平粉色沙滩暴击##和平精英夏日焕新#向你发送三亚快闪最新动态点击查看现实版「夏日海豚岛」的精彩瞬间联动QQ音乐，在三亚大东海广场打造32个赛季金曲夏日歌单大道，点击收听：网页链接一曲《On My Way》开启夏日焕新战场跟随四人小队和超体新导师「爆 ...全文,209,230,458,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5183303301398588&launchid=10000360-page_H5,QQ音乐,Brand,CN,gpt,0.9
5179676190053144,PxqJZ0dPa,2025-06-20T10:15:00+00:00,#和平精英##遇意#各位特种兵，现实版“舔包”快乐即将来袭，和平精英推出「和平精英X遇意 撕撕乐拍立得 破晓」周边，每一张撕撕乐拍立得都像是从游戏世界中穿越而来，更能在现实生活中触摸到这份来自和平精英的独特魅力⏰6月21日18：00，首发开启福利加码：关注@和平精英 并转 ...全文,165,248,458,image,抽奖详情,https://lottery.media.weibo.com/lottery/h5/history/list?mid=5179676190053144&launchid=10000360-page_H5,遇意,Other,CN,rule,0.85
5265867878695605,QrDwvAu7H,2026-02-13T06:30:00+00:00,#和平精英柔光片场##祝绪丹海岛叙事制片人##新春情感采风之旅#与祝绪丹共赴「新春穿越之旅」，看直播狂领限定福利，共叙海岛故事！亲爱的特种兵，你是否还记得，在海岛经历的，不止有决胜的枪声？2月13日，新春特别企划——红薯游戏制片厂《和平精英新春穿越之旅》正式开机！锁定小 ...全文,15,101,457,image,#和平精英柔光片场#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E6%9F%94%E5%85%89%E7%89%87%E5%9C%BA%23&extparam=%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E6%9F%94%E5%85%89%E7%89%87%E5%9C%BA%23&luicode=10000011&lfid=1005057095404909&launchid=10000360-page_H5,祝绪丹,Artist,CN,gpt,0.9
4851696302560576,MlGR8aK7C,2022-12-28T09:00:00+00:00,#2022和平年度精英名单# | #2022和平精英年度精英#  2022《和平精英》年度精英颁奖名单发布，和平精英年度精英合作伙伴名单正式出炉！ 恭喜一加、别克、TT语音、京东、欧莱雅美发、路特斯 获得「和平精英年度精英合作伙伴 」荣誉！ 感谢精英合作伙伴一路上的支持，正是因为 ...全文,103,125,457,image,#2022和平年度精英名单#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%232022%E5%92%8C%E5%B9%B3%E5%B9%B4%E5%BA%A6%E7%B2%BE%E8%8B%B1%E5%90%8D%E5%8D%95%23&extparam=%232022%E5%92%8C%E5%B9%B3%E5%B9%B4%E5%BA%A6%E7%B2%BE%E8%8B%B1%E5%90%8D%E5%8D%95%23&launchid=10000360-page_H5,"一加, 别克, TT语音, 京东, 欧莱雅美发, 路特斯",Brand,CN,gpt,0.9
5174848130122992,Pvp8N0vZK,2025-06-07T02:30:01+00:00,#和平精英地铁逃生##地铁逃生摸金搜打撤##地铁逃生周年版本# 【🔥紧急战报🔥】苏尔南矿区危机升级！酸雨突袭，防具损毁严重！警惕巨型灾兽潜伏，切勿轻入危险区。铁爪武装大举入侵核心地带！首领掌控者·弗拉迪坐镇实验基地，反攻受阻。幸存者们，即刻行动，共同摧毁铁爪实验基地，保卫矿区安 ...全文,214,227,456,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5174651265941585&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5174844686862649,Pvp3esNhT,2025-06-07T02:16:20+00:00,#和平精英地铁逃生##地铁逃生摸打撤##地铁逃生周年版本#地铁逃生周年版本6月24日震撼上线，即刻启程！在秘密实验基地中，精英战士强化归来，强大BOSS-掌控者弗拉迪现身，地下宝库珍藏秘宝待特种兵夺取。全新PVP模式【苏尔南冲突】戒备森严，特种兵能否在战斗节奏加速下成功守卫苏 ...全文,217,225,456,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5174843570585625&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5180668985737281,PxQzgo4wN,2025-06-23T04:00:00+00:00,全面起飞，品质新战场，6月24日，亿万精英一起开机！#和平精英PC模拟器#暑期版本重磅更新，与@陈子豪EX、@电竞讲师胖森、@成都AG司马光-AGUANG、数码、@子木仙地铁逃生、陈俊祺一起，跃入亿万精英的刺激新战场。不止吃鸡、地铁、更有超体、团竞，枪战自由，玩你所爱！,211,239,453,image,#和平精英PC模拟器#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1PC%E6%A8%A1%E6%8B%9F%E5%99%A8%23&extparam=%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1PC%E6%A8%A1%E6%8B%9F%E5%99%A8%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5191185783589610,PCg9Qf3OW,2025-07-22T04:30:01+00:00,#地铁逃生异变危机##地铁逃生摸金搜打撤##地铁逃生周年版本#铁爪武装实验突发意外，灾兽·罗尔身体发生剧烈异变，威胁席卷而来。特种兵们可通过选择并升级武器、搭配能力插件、充能变身动力装甲，全力守护核心能量塔和击败异变灾兽·罗尔。反复游玩还能提升玩法等级，解锁对应奖励、 ...全文,210,238,451,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5190968107008064&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5190098616586252,PBNSlrDnS,2025-07-19T04:30:00+00:00,#和平精英##和平精英夏日焕新##和平精英巴啦啦小魔仙二次联动#全新免费套装-游乐已上线和平精英，立刻上线完成游戏任务领取~ 和平精英的微博视频,214,240,450,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5190095154642974&launchid=10000360-page_H5,巴啦啦小魔仙,Anime,CN,gpt,0.95
5159303196181269,PoSKjpW1T,2025-04-25T05:00:00+00:00,#鸡仔相册##和平精英六周年# 听说还有特种兵不知道海岛也能开出地铁大金？没错！海岛的主题城区内会随机刷新六周年庆生宝箱~不仅可以开出各种高级物资，还能开出价值666666地铁币的飞机雕像哦~快去通知你的游戏搭子，在评论区晒出你们开出的宝物吧~关注@和平精英 鸡仔将会通过 ...全文,214,242,450,image,抽奖详情,https://lottery.media.weibo.com/lottery/h5/history/list?mid=5159303196181269&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
4925261034818881,NaB9BkdBT,2023-07-19T09:00:00+00:00,#和平精英#  想吃鸡，就上叮咚！今夏和平吉市福利第一弹！「叮咚买菜」携手《和平精英》打造联名空投能量包！容量大很能装，可折叠可手提，能量包+冰块=移动小冰箱！现已上线叮咚买菜APP及小程序，现【点赞并在评论区评论“空投能量包”】，我们将通过@微博抽奖平台 抽取3位幸运儿赠送 ...全文,113,206,450,image,抽奖详情,https://lottery.media.weibo.com/lottery/h5/history/list?mid=4925261034818881&launchid=10000360-page_H5,叮咚买菜,Brand,CN,gpt,0.95
4859954462196693,Mp9GK9dsx,2023-01-20T03:55:00+00:00,#和平精英首部开心麻花喜剧# | #和平精英万事街大吉# 由@和平精英 与@开心麻花 联合出品的新春贺岁档迷你喜剧《精英鸡动队之万事街大吉》，将于除夕正式爆笑开播！ 万事街的新年第一局鸡，谁会是最终赢家？先来个预告片让大家先睹为快吧 1月21日中午12点，请锁定和平精英官方 ...全文,100,115,450,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4859690979622985&launchid=10000360-page_H5,开心麻花,Other,CN,gpt,0.9
5174840576971691,PvoWBtfED,2025-06-07T02:00:00+00:00,#地铁逃生密码箱解密##地铁逃生摸金搜打撤##地铁逃生周年版本# 《地铁逃生新地图概念片》超清原画！又又又藏大招？新地图概念片现已上线！抓住每一个转瞬即逝的小细节！PS：密码箱的解锁信息就藏在图中，快一起来找找吧！,214,227,448,image,#地铁逃生密码箱解密#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%93%81%E9%80%83%E7%94%9F%E5%AF%86%E7%A0%81%E7%AE%B1%E8%A7%A3%E5%AF%86%23&extparam=%23%E5%9C%B0%E9%93%81%E9%80%83%E7%94%9F%E5%AF%86%E7%A0%81%E7%AE%B1%E8%A7%A3%E5%AF%86%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
4768641550125976,LsNGb0wLS,2022-05-13T04:30:05+00:00,#我的和平故事# | #鸡仔的翻牌日记#  鸡仔又来翻牌3周年庆活动优质投稿啦！恭喜特种兵 @冷倾羽儿  获得翻牌福利FILA x 和平精英联名T恤一件~ 秋名山车神在线翻车、和鸡仔合影留念、好友拍照打卡...特种兵们有好多有趣的故事呀~ 鸡仔作为你们忠实的听众，期待更多「趣味& ...全文,102,176,448,image,#我的和平故事#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%88%91%E7%9A%84%E5%92%8C%E5%B9%B3%E6%95%85%E4%BA%8B%23&extparam=%23%E6%88%91%E7%9A%84%E5%92%8C%E5%B9%B3%E6%95%85%E4%BA%8B%23&launchid=10000360-page_H5,FILA,Brand,CN,gpt,0.9
5183286843804726,PyWFCfXMy,2025-06-30T09:22:27+00:00,#三亚被和平粉色沙滩暴击##和平精英夏日焕新# 联动QQ音乐，和平精英「夏日焕新」盛夏版本三亚快闪进行中！海量夏日限定周边礼品，等你来现场解锁！6月29日-7月10日玩盛夏版本和平精英，打卡「夏日海豚岛」主题快闪派对，定格你与和平精英2025年的夏日记忆！夏天，就要和平精 ...全文,212,225,447,image,#三亚被和平粉色沙滩暴击#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%89%E4%BA%9A%E8%A2%AB%E5%92%8C%E5%B9%B3%E7%B2%89%E8%89%B2%E6%B2%99%E6%BB%A9%E6%9A%B4%E5%87%BB%23&extparam=%23%E4%B8%89%E4%BA%9A%E8%A2%AB%E5%92%8C%E5%B9%B3%E7%B2%89%E8%89%B2%E6%B2%99%E6%BB%A9%E6%9A%B4%E5%87%BB%23&launchid=10000360-page_H5,QQ音乐,Brand,CN,gpt,0.9
5182828213702085,PyKJTfx53,2025-06-29T03:00:01+00:00,#地铁逃生周年版本##地铁逃生摸金搜打撤##地铁逃生日活破3700万# 新特殊事件警报！新地图-实验基地突发【秘密金库】特殊事件！打开地图接取特殊事件后地下宝库大门随之开启，击败铁爪武装战士即可打开金库大门，金库中王座不仅有概率出现大金还能组队打卡，压迫感拉满！除此之外 ...全文,214,242,446,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5182288221110366&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
4963334412568840,NqzChaMgU,2023-11-01T10:30:01+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【卧虎藏龙 勇者之风】《和平精英》与《我可以47》合作联名套装「卧虎藏龙」视频版爆料来啦~  和平精英的微博视频,121,379,445,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4963313893965869&launchid=10000360-page_H5,我可以47,Other,CN,gpt,0.9
4924536262498437,NaiiCatXn,2023-07-17T09:00:01+00:00,#和平精英##浪游一夏# 家园玩法更新指路 家园也能钓鱼后鸡仔更沉迷钓鱼了~ 不知道家园新玩法上线后特种兵们「更沉迷哪个玩法」呢？快来评论区分享给鸡仔吧~ 参与迈凯伦荣誉车手活动，赢限量迈凯伦车币证书！戳【网页链接】了解活动详情！ 分享你的麦当 ...全文,104,138,445,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4922717695049812&launchid=10000360-page_H5,McLaren,Brand,CN,rule,0.75
4814294858596682,M5ZSdA4oa,2022-09-16T04:00:01+00:00,今日，#和平精英#宣布与正在热映中的#电影哥你好#欢乐联动啦！ 为此鸡仔也给各位特种兵们准备了观影福利，评论区分享「你对电影的期待并留下TVC观后感」，鸡仔将使用@微博抽奖平台 抽取15位特种兵每人送出「2张电影票」～ 电影由张栾执导，马丽、常远、魏翔领衔主演。当喜剧界 ...全文,279,298,444,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4814270584782969&launchid=10000360-page_H5,电影哥你好,Movie,CN,gpt,1.0
5216635980876273,Q6YMe3FXr,2025-09-30T10:00:01+00:00,#地铁逃生摸金搜打撤##和平精英地铁逃生##和平精英#  和平精英避难所迟早挖穿地心？ 当所有特种兵都专注于眼前的战斗时，有人却选择了一条通向地心的路。 一个特殊的空间暴露在眼前…这里居然有一个这么大的会议室？？ 这个“挖穿地球计划”究竟发现了什么？点击 ...全文,304,370,443,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5216244480016430&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5190528951652474,PBZ4r6VSO,2025-07-20T09:00:00+00:00,#和平精英新赛季##和平精英地铁逃生新赛季#警报拉响！实验彻底失控——灾兽·罗尔异变暴走，威胁迫在眉睫！所有特种兵迅速集结：守住最后防线，征服异变危机！你的每一个抉择，决定战局走向！这个夏天，新武器、新插件搭配、新装甲等海量内容同步解锁！7月25日开启全民驾驭装甲，在炽热对 ...全文,209,234,443,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5190495601885236&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5182450722148182,PyAV290Q6,2025-06-28T02:00:00+00:00,#和平精英地铁逃生##地铁逃生摸金搜打撤##地铁逃生周年版本# 掌控者·弗拉迪&灾兽·罗尔情报大公开！苏尔南最新消息！铁爪实验基地及酸雨区威胁目标通报——掌控者・弗拉迪灾兽・罗尔情报大公开！！！,209,231,442,image,#和平精英地铁逃生#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E5%9C%B0%E9%93%81%E9%80%83%E7%94%9F%23&extparam=%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E5%9C%B0%E9%93%81%E9%80%83%E7%94%9F%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5179685816239495,PxqZvqbb1,2025-06-20T10:53:15+00:00,#地铁逃生摸金搜打撤##地铁逃生周年版本##地铁逃生实验基地# 全新地图【实验基地】6月24日重磅上线，铁爪武装蓄势而起，昔日兄弟化身双生BOSS震撼降临！属于全新BOSS的命运故事逐渐揭开，神秘的谜题等待破解，丰厚的战利品暗藏各处，惊险的生存挑战已拉开序幕——特种兵，你准备好了吗？一周年， ...全文,215,223,442,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5179682547499110&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5174593955562238,PviwPnkZw,2025-06-06T09:40:01+00:00,#和平主播赛##PSI国际主播公开赛##PSIS5# 2025 PSI地铁逃生单排晋级赛首战告捷！夺舍天王潇洒谢幕，遗落黑卡留赠江湖！锁定各大平台官方直播间，继续期待地铁主播们的花式操作！ 和平精英的微博视频,212,228,442,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5174559054168099&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5181748599062573,PyiEzC1Ax,2025-06-26T03:30:00+00:00,#和平精英夏日焕新##和平精英爆裂萌兔##地铁逃生摸金搜打撤# 夏日焕新版本已经上线啦！地铁逃生迎来掌控者·弗拉迪与灾兽·罗尔这对兄弟BOSS他们为何会变成现在的样子？强大力量背后藏着什么秘密？同时，黑刃势力再起！图灵与薇帝打造的机械仿生人爆裂萌兔·洛希登场！甜 ...全文,210,333,441,image,#和平精英夏日焕新#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E5%A4%8F%E6%97%A5%E7%84%95%E6%96%B0%23&extparam=%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%E5%A4%8F%E6%97%A5%E7%84%95%E6%96%B0%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5181020047674644,PxZHuwcwA,2025-06-24T03:15:01+00:00,#地铁逃生摸金搜打撤##地铁逃生日活破3700万#是什么，让亿万玩家选择在地铁逃生爽赚？货和实力，都要够硬！地铁逃生周年版本现已重磅开启！全新地图「实验基地」、首把传世手枪「苏尔南·暗潮」、首对兄弟BOSS……给你更爽更刺激的摸金搜打撤体验！好的战场，是人人都 ...全文,211,231,441,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5180864930185240&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5179689947628073,Pxr6aw0pr,2025-06-20T11:09:40+00:00,#和平精英##和平精英新版本#开启二级密码，守护账号安全！ 6月24日，二级密码系统将新增传世武器保护功能，地铁逃生也将开启组队大厅交易系统，全面加强账户安全，保护特种兵的珍贵物资！,212,222,440,image,#和平精英#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%23&extparam=%23%E5%92%8C%E5%B9%B3%E7%B2%BE%E8%8B%B1%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5180276399670250,PxGm3EzFM,2025-06-22T02:00:01+00:00,#和平精英地铁逃生##地铁逃生摸金搜打撤##地铁逃生周年版本#  《地铁逃生角色动画短片：掌控者·弗拉迪》上线倒计时2天！6月24日，一起期待掌控者降临！ 和平精英的微博视频,210,228,439,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5179598955282467&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5161432237998149,PpM8fxyGp,2025-05-01T02:00:02+00:00,#和平精英##和平精英六周年#五一福利6到爆，免费十连、枪皮、时装上线就给！6周年地铁狂欢，登录就送爆炸烈弓，仅限五一当天领取噢！除此之外，上线还可以参与明星礼包活动，趣味表情包语音包等你来拿。丰厚福利，错过血亏，特种兵们速速上线~ 和平精英的微博视频,115,234,439,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5160475961524235&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5181831646547139,PykOwrtd1,2025-06-26T09:00:01+00:00,#地铁逃生周年版本##地铁逃生摸金搜打撤##地铁逃生日活破3700万# 地铁逃生新地图【实验基地】火热启幕，迎来首个BOSS专属传世武装【弗拉迪尾刺】，以弗拉迪变身二阶段的尾巴为灵感，散发着幽紫光芒矿脉纹路，象征绝境中永不妥协的执念！特种兵，准备好跳进这场赋予勇气与不屈的传 ...全文,209,221,438,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5181550896283735&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5174970179388568,PvsjDDoow,2025-06-07T10:35:00+00:00,#和平主播赛##PSI国际主播公开赛##PSIS5#2025 PSI地铁逃生晋级赛单排收官！恭喜C组梦杀、久世，D组数码、众祸晋级线下决赛。接下来即将开启地铁逃生四排的激烈角逐，锁定各大直播间，敬请期待主播们的出色表现！,116,237,438,image,#和平主播赛#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%92%8C%E5%B9%B3%E4%B8%BB%E6%92%AD%E8%B5%9B%23&extparam=%23%E5%92%8C%E5%B9%B3%E4%B8%BB%E6%92%AD%E8%B5%9B%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5182246878973642,PyvCfBEsa,2025-06-27T12:30:00+00:00,#川西日照金山照进地铁逃生##地铁逃生摸金搜打撤##地铁逃生日活破3700万# 日照金山照进地铁逃生开启「千万」结算时刻和平地铁全明星川西合体高海拔，为全服玩家爆金祈福祝亿万鼠鼠，金山银山全都有！地铁逃生一周年，一起爽快赚！,207,232,436,image,#川西日照金山照进地铁逃生#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%B7%9D%E8%A5%BF%E6%97%A5%E7%85%A7%E9%87%91%E5%B1%B1%E7%85%A7%E8%BF%9B%E5%9C%B0%E9%93%81%E9%80%83%E7%94%9F%23&extparam=%23%E5%B7%9D%E8%A5%BF%E6%97%A5%E7%85%A7%E9%87%91%E5%B1%B1%E7%85%A7%E8%BF%9B%E5%9C%B0%E9%93%81%E9%80%83%E7%94%9F%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5187206979257910,PAAEpCQp8,2025-07-11T04:59:40+00:00,偷偷变年轻不告诉叔婶么？和平版大展鸿图动作正式上线，权威团队申请出战！ #我在和平精英大展鸿图#不齐舞团 不齐舞团的微博视频,9,119,434,video,不齐舞团的微博视频,https://video.weibo.com/show?fid=1034%3A5187194193641481&launchid=10000360-page_H5,不齐舞团,Artist,CN,gpt,0.8
4950558702047025,Nldgi8Awx,2023-09-27T04:23:54+00:00,#和平精英清河坊##和平精英亚运版本夺金加油##和平精英亚洲夺金加油派对# 大吉大利，和平精英！ 9月27日起，@和平精英 携手杭州知名街区——清河坊历史文化特色街区，在“绿洲世界”打造了一场“清河坊祈福灯会”。 空投箱、平底锅，创意地标灯组解锁视觉错位惊喜。 ...全文,107,115,431,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4950268710944795&launchid=10000360-page_H5,清河坊历史文化特色街区,Other,CN,gpt,0.9
5181741050364712,Pyisp1wSs,2025-06-26T03:00:01+00:00,#地铁逃生日活破3700万##地铁逃生摸金搜打撤##和平精英苏尔南暗潮#苏尔南钻宝箱争夺战6月24日已开启！高风险，高回报！苏尔南钻宝箱争夺战已开始，开启可获得苏尔南钻，用来打造极具艺术感且能跨赛季永久保留的手枪【苏尔南·暗潮】！特种兵们，行动代号【苏尔南冲突】已下达，快来了解 ...全文,208,328,430,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5181550430453813&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
4933134263788153,NdTYmfTtf,2023-08-10T02:25:24+00:00,#封神男团海岛路演##和平精英# 封神男团空降和平精英海岛啦！ 8月10日 今晚20:00 ！于适、此沙、单敬尧将与不求人来和平精英海岛特别路演啦！你期待的封神男团们，姬发、杨戬、苏全孝都在这里！ 关注@和平精英 带话题 #封神男团海岛路演# 转发本条博文，鸡仔将通过@微博抽奖平台 随 ...全文,165,160,430,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4933121335033874&launchid=10000360-page_H5,封神男团,Other,CN,gpt,0.9
5226342534876866,Qb3hXksH8,2025-10-27T04:50:24+00:00,#和平精英技能五子棋动作上线# 免费领！《技能五子棋》联动游戏动作，今日18:30正式上线【动作-技能五子棋】就是在传统的五子棋里加入技能与表情动作，好好玩好上头～,607,316,428,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5226342203981879&launchid=10000360-page_H5,技能五子棋,Game,CN,gpt,0.9
5197671012500369,PEYRTausx,2025-08-09T02:00:00+00:00,#8月9日上和平领十连##和平精英暴富空投节##和平精英# 仅限今日！上号就领十连抽、5级枪、套装或枪皮肤、地铁周年武器等空投节豪礼！ 仅此一天！上号就送！！· 上号就领十连抽· 上号就领5级枪· 上号就领地铁周年武器· 上号就领套装、枪皮肤二选一· 上号就领荣耀勋章抵扣券 ...全文,106,1023,428,image,#8月9日上和平领十连#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%238%E6%9C%889%E6%97%A5%E4%B8%8A%E5%92%8C%E5%B9%B3%E9%A2%86%E5%8D%81%E8%BF%9E%23&extparam=%238%E6%9C%889%E6%97%A5%E4%B8%8A%E5%92%8C%E5%B9%B3%E9%A2%86%E5%8D%81%E8%BF%9E%23&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
5182194454891252,PyufHkwra,2025-06-27T09:01:41+00:00,#和平精英地铁逃生##地铁逃生摸金搜打撤##地铁逃生周年版本# 铁爪突变强势占领，打响矿区安全守卫战！酸雨侵袭，矿区灾变，铁爪涌入。曾经的繁荣在铁爪武装的暴行中崩塌，幸存者们，为了矿区的安全，拿起你的武器和他们展开生死一战！末日极限生存，挑战在绝境中变强！  ...全文,209,217,428,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A5182193492754534&launchid=10000360-page_H5,Metro Exodus,Game,CN,rule,0.75
4934394592367557,NeqL99VUp,2023-08-13T13:53:30+00:00,#和平精英空投雨太能装了##无奇不有巨物空投##一起去追空投雨##和平精英空投节#  一年一度的《和平精英》空投惊喜吉市，上海限时快闪已经圆满结束啦！ 「巨物空投」1215份惊喜福利，是否都已签收？ IPhone手机、PEL夏季赛总决赛门票、迈凯伦Artura专属接送体验、众多品牌福利 ...全文,147,156,428,image,#无奇不有巨物空投#,https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E6%97%A0%E5%A5%87%E4%B8%8D%E6%9C%89%E5%B7%A8%E7%89%A9%E7%A9%BA%E6%8A%95%23&extparam=%23%E6%97%A0%E5%A5%87%E4%B8%8D%E6%9C%89%E5%B7%A8%E7%89%A9%E7%A9%BA%E6%8A%95%23&launchid=10000360-page_H5,McLaren,Brand,CN,rule,0.75
4786058808265723,LA6MwyGi7,2022-06-30T06:00:03+00:00,#PEL电竞小分队探秘创乐园#  #和平新版本科学之轮# 梦幻阵容联动再升级！@郭帆FrantGwo @谭乔 @影视飓风MediaStorm  @特效小哥 喊话PEL4人小分队，发布全新暑期「科学之轮」版本“探城”指定任务挑战！ 探索打卡海岛全新地标创乐园&电竞小镇，这个夏天，让和平精英游戏打得最好的一 ...全文,216,122,428,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4785993593847849&launchid=10000360-page_H5,"郭帆, 谭乔, 影视飓风MediaStorm, 特效小哥",Artist,CN,gpt,0.8
4844705239798273,MiKZdF6YF,2022-12-09T02:00:02+00:00,极速满电，决赛圈见！@和平精英 携手新生活数码品牌@Baseus倍思 联名数码物资惊喜问世！ 联名快充充电器、磁吸支架无线充等数码产品应有尽有，让特种兵的每一场冒险都没有后顾之忧，时刻保持充沛电能让你的进圈之旅焕发活力。 12月9日，倍思天猫、京东等平台惊喜开售，更多福利等你 ...全文,189,209,425,image,微博抽奖公示,https://event.weibo.com/yae/event/lottery/history?mid=4844705239798273&launchid=10000360-page_H5,Baseus倍思,Brand,CN,gpt,1.0
4758638121459067,LoBrC67zl,2022-04-15T14:00:02+00:00,#和平精英3周年庆# | #电影边缘行者#  四月必看爽片《边缘行者》今日公映，与和平精英联动上线。主演林晓峰还为和平精英3周年庆送来生日祝福。这场嚣张一战，不要怂，一起上！ 各位特种兵，关注@和平精英 并评论说出你和兄弟的组队故事，鸡仔将通过@微博抽奖平台 揪50位特种兵，每人送出2 ...全文,665,801,422,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4758617698795658&luicode=10000011&lfid=1076037095404909&launchid=10000360-page_H5,边缘行者,Movie,CN,gpt,0.95
4951028321223999,NlptK58pV,2023-09-28T11:30:00+00:00,亚洲精英，全力夺金！@电影《前任4：英年早婚》主演@韩庚 、@郑恺 、@Kelly于文文 、@Zmx曾梦雪 为《和平精英亚运版本项目》送祝福啦！ 杭州亚运会电子竞技项目和平精英亚运版本中国国家集训队在9月29日复赛中成功晋级半决赛。 10月1日，和平精英亚运版本将迎来夺金日，祝贺《 ...全文,202,134,421,video,和平精英的微博视频,https://video.weibo.com/show?fid=1034%3A4950964877066282&launchid=10000360-page_H5,前任4：英年早婚,Movie,CN,gpt,0.9
