mid,bid,created_at,text_preview,reposts,comments,attitudes,media_type,has_video,page_title,is_collab,collab_partner,collab_category,classified_by
4976762025153600,NwcVIlCGA,2023-12-08T11:46:33+00:00,#8倍镜重拳出击# 丨 #和平精英#  【恶意组队和使用外挂处罚公告】  尊敬的特种兵：  大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的,0,6,16,image,0,#8倍镜重拳出击#,0,,,gpt
4976742762807391,NwcqEbMkv,2023-12-08T10:30:00+00:00,#和平精英体验服##和平精英龙跃长城##和平精英新载具马#  新载具爆料 | 「马」即将上线，玩法攻略抢先看 和平精英的微博视频,128,127,447,video,1,和平精英的微博视频,0,,,gpt
4976735214375702,NwcetimjQ,2023-12-08T10:00:01+00:00,#超级主播杯##和平精英全民赛场##和平精英直播节#  就在今晚！直播节联动全民赛场共同举办的《超级主播杯》就要开赛了！ 快来听听主播们都在说什么吧！ 什么？“让我见证一下你的实力！” 此次参赛，累积,102,104,323,video,1,和平精英的微博视频,0,,,gpt
4976720111469097,NwbQ76ab7,2023-12-08T09:00:00+00:00,和平精英#和平精英游我陪伴##游戏大赏##2023游我陪伴# 特种兵们快来分享你和游戏搭子的日常！ 参与话题活动就有机会赢取实物和限量套装奖励~   【关注+转发+评论+超话发布】即可参与活动，惊喜豪,160,635,5942,image,0,抽奖详情,0,,,gpt
4976705015382638,NwbrLmAgK,2023-12-08T08:00:01+00:00,#和平精英天文漫游##游戏大赏# 你们闪电尖兵都这么秀吗？  位移方便不说，还能打敌人一个出其不意措手不及 这也泰裤辣！鸡仔看完也想去学一手超闪了！ 晒高光时刻【网页链接】赢Q币和限量套装奖励！ 更多,102,106,322,video,1,和平精英的微博视频,0,,,gpt
4976659715590713,NwagHnsoN,2023-12-08T05:00:01+00:00,#和平精英##军备研究所##游戏大赏# 想要成为一名优秀的特种兵，必须对军备有足够的了解 大家每天应该都会扔出不少烟雾弹吧？那么这些小问题一定难不倒你！ 鸡仔温馨提醒：不要把烟雾弹与其他投掷物搞混淆了,159,651,3048,image,0,抽奖详情,0,,,gpt
4976644613737919,Nw9SlfGp1,2023-12-08T04:00:00+00:00,#全球总决赛助威大奖池#瓜分活动正在火热进行中！#2023和平精英全球总决赛# 12月4日—12月8日17:00，参与H5活动助威PEL战队，瓜分666666元助威现金红包！（PEL官方为助威PEL三,104,105,317,image,0,#全球总决赛助威大奖池#,0,,,gpt
4976395471818221,Nw3ov7D09,2023-12-07T11:30:00+00:00,#四级包爆料时刻# 丨#和平精英皮肤返场# 【玛莎拉蒂Ghibli系列】【五曜赐福套装】将于近期限时返场，敬请期待！ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪3位特种兵每人送出「100Q币,320,166,182,image,0,微博抽奖公示,1,Maserati,Brand,rule
4976387922073638,Nw3ck8HrM,2023-12-07T11:00:00+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【踏海远航 迎风破浪】快艇 瑞蒂奥Espera 34 将于近期上线~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪3位特种兵每人送出「100Q币」,246,87,112,image,0,抽奖详情,1,瑞蒂奥Espera,Brand,gpt
4976380372062890,Nw3098EEq,2023-12-07T10:30:00+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【群星聚首 巅峰世界】群星登场 视频版爆料来啦~ 这支【群星登场】的小队一宣布参加本届和平精英竞技，立刻引起了大量关注。许多观众都迫不及待地期待着她们的表,105,117,360,video,1,和平精英的微博视频,0,,,gpt
4976372822579475,Nw2NYaP2r,2023-12-07T10:00:00+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【群星聚首 巅峰世界】群星登场 将于近期上线~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪3位特种兵每人送出「100Q币」皮肤基金~ 和平精英往,317,133,183,image,0,微博抽奖公示,0,,,gpt
4976342624374258,Nw21gilWy,2023-12-07T08:00:00+00:00,#和平精英天文漫游##游戏大赏# 特种兵们在这场测试中拿了多少分？ 这一天，鸡仔回想起了被听力考试支配的恐惧。 没想到脚步声还有这么多学问，看完答案瞬间豁然开朗了！ 晒高光时刻【网页链接】赢Q币和限量,110,121,317,video,1,和平精英的微博视频,0,,,gpt
4976297329557727,Nw0QcE6oT,2023-12-07T05:00:00+00:00,#和平精英##鸡仔实验室##游戏大赏# 听声辨枪！ 只听枪声特种兵们能分辨是什么枪械吗？ 和远处敌人对枪，听到这几个声音，赶紧藏到掩体后面吧！ 特种兵们在实战中能做到「听声辨枪」吗？来评论区告诉鸡仔你,105,528,1980,video,1,和平精英的微博视频,0,,,gpt
4976282237927740,Nw0rRxgmM,2023-12-07T04:00:02+00:00,#和平精英# 为中国射击电竞而战—— 【#和平精英全球总决赛宣传片#】 我们曾踏足山巅，也曾于泥泞中挣扎； 追随中国射击电竞传奇们的脚步：@RocketBoy @韦神_GODV @CSGO_茄子 @s,101,117,360,video,1,和平精英的微博视频,0,,,gpt
4976018157470049,NvTzVvliF,2023-12-06T10:30:41+00:00,#战斗体验圆桌会#    特种兵们大家好，新一期的圆桌会栏目来了！   在上次版本更新中，为了优化大家的对局体验，我们针对服务器性能进行了整体升级，较大程度解决了相关问题。而在即将到来的新版本中，我们,102,121,319,image,0,#战斗体验圆桌会#,0,,,rule
4976005197070801,NvTf1tFrb,2023-12-06T09:39:11+00:00,#8倍镜重拳出击# 丨 #和平精英# 【安全信息公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通过游戏中7*,1,7,315,image,0,#8倍镜重拳出击#,0,,,gpt
4975980240963330,NvSAM42BA,2023-12-06T08:00:01+00:00,#和平精英天文漫游##游戏大赏# 遇到敌人唯唯诺诺，碰见空投重拳出击 抢不到空投是鸡仔的家常便饭，抢到了又要纠结谁拿更合适 特种兵们看到空投是怎样的反应？快来评论区告诉鸡仔吧！ 晒高光时刻【网页链接】,103,112,316,video,1,和平精英的微博视频,0,,,gpt
4975958862333552,NvS2i9N3W,2023-12-06T06:35:04+00:00,#和平精英##王牌特种兵##游戏大赏# 烟雾弹的使用Tips来啦！ 学会这几个烟雾弹技巧，让你和对手对决时胜率翻倍！ 利用烟雾弹封出一条烟墙安全转移 被敌人集火时利用烟雾弹增大自己活动范围 使用烟雾弹,102,557,1989,image,0,#和平精英#,0,,,gpt
4975648051301310,NvJWZ5swS,2023-12-05T10:00:01+00:00,#超级主播杯##和平精英直播节##和平精英全民赛场# 和平精英直播节，首次联动全民赛场共同举办《超级主播杯》娱乐赛！ 新增主播排行榜：共邀请23位优质主播设立阵营，主播和特种兵们共同参赛提升排名，助力,108,130,337,video,1,和平精英的微博视频,0,,,gpt
4975617852834089,NvJahbTh7,2023-12-05T08:00:00+00:00,#和平精英天文漫游##游戏大赏# 这是不是你们玩超体的真实写照？ 巧妙搭配，干活不累，不管是苟分还是刚枪，总有一款适合你的插件 而次元补给仓，俨然成为了一款新型玩具...... 晒高光时刻【网页链接】,105,118,374,video,1,和平精英的微博视频,0,,,gpt
4975575974545032,NvI4Jj4mY,2023-12-05T05:13:37+00:00,#和平精英##鸡仔实验室##游戏大赏# 懂得选择合适的握把才是优秀的特种兵！ 配合自身的打法，挑选属于自己的握把更能在对战中淘汰对手！ 特种兵们在实战中「推荐的握把」是哪个呢？来评论区告诉鸡仔你的选择,102,559,2010,image,0,#和平精英#,0,,,gpt
4975512168432225,NvGpOznBD,2023-12-05T01:00:04+00:00,#和平精英##全球总决赛助威大奖池##2023和平精英全球总决赛# 瓜分活动正式开启！  12月4日—12月8日17:00，参与H5活动助威PEL战队，瓜分666666元助威现金红包！（PEL官方为助,102,113,316,image,0,#和平精英#,0,,,gpt
4975331188409209,NvBHUzhCp,2023-12-04T13:00:55+00:00,#和平精英#《2023猛男擂台赛S1》即将开赛！ 12月4日-12月8日火热开启！ 16支顶级车队齐聚，打造猛男刚枪视觉盛宴。 强强碰撞，最终冠军花落谁家，谁又能荣获“单挑猛男”的称号。请在12月4日,104,111,328,image,0,#和平精英#,0,,,rule
4975300767649995,NvAUQw671,2023-12-04T11:00:02+00:00,新版本爆料丨「龙跃长城」主题玩法即将上线，超多玩法一睹为快！  #和平精英##和平精英体验服##和平精英龙跃长城# 和平精英的微博视频,107,125,343,video,1,和平精英的微博视频,0,,,gpt
4975293213181616,NvAIFdlGo,2023-12-04T10:30:01+00:00,#和平精英直播节##和平精英直播盛典月#  各位特种兵，快手 “封神杯” 16进8已结束，即将迎来更加紧张刺激的8进3阶段，本次16支队伍之间角逐晋级名额时又有哪些精彩画面出现呢？让我们一起来围观吧~,100,102,307,video,1,和平精英的微博视频,0,,,gpt
4975285657407274,NvAwtv4Ya,2023-12-04T10:00:00+00:00,#和平精英#周周有惊喜，最后2天福利速来！ 最后2天领取时间，特种兵们不要错过了呀~ 免费领联名外观 最后2天福利速来狐妖小红娘联名的UMP45枪皮肤、Mini14枪皮肤、背包挂件、降落伞和涂山之恋套,105,108,321,image,0,#和平精英#,1,狐妖小红娘,Anime,gpt
4975278552254403,NvAl19stl,2023-12-04T09:31:46+00:00,#8倍镜重拳出击# 丨 #和平精英# 【外挂作弊封号公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通过游戏中,0,3,312,image,0,#8倍镜重拳出击#,0,,,gpt
4975255460779101,NvzJM3gG9,2023-12-04T08:00:00+00:00,#和平精英天文漫游##游戏大赏# 原来鸡仔真的是有求必应！ 有特种兵跟鸡仔说：我有个朋友，不知道怎样报点，只会喊“那个楼”...... 于是鸡仔连夜整理出了海岛城区点位合集，快转发给你不会报点的队友！,106,113,323,video,1,和平精英的微博视频,0,,,gpt
4975244141921132,Nvzrw83M0,2023-12-04T07:15:02+00:00,#王牌特种兵##和平精英##游戏大赏# 还在为攻楼久攻不下而烦恼吗？ 学会这几个攻楼小技巧，让对手分分钟被你拿下⭐ 冲刺跳跃、旋转视角，利用一楼木门和各类建筑，轻轻松松攻楼！ 特种兵们还有什么攻楼小技,103,529,1998,image,0,#王牌特种兵#,0,,,gpt
4975202610185951,Nvymx0Mnd,2023-12-04T04:30:00+00:00,#和平精英直播节##和平精英直播盛典月#  各位特种兵，2023年度《和平精英》直播盛典月如期而至，在众多精彩活动中，12月5日将正式开启年度超级主播评选活动！   各大平台的主播联袂而至，特种兵们在,161,234,2699,image,0,#和平精英直播节#,0,,,gpt
4974893076056239,Nvqjhppvh,2023-12-03T08:00:01+00:00,#和平精英天文漫游##游戏大赏# 听说有特种兵对投掷物情有独钟？不如来试试爆破上尉！   正所谓：知己知彼，百战不殆，上分更快。   鸡仔这就把教学视频奉上，特种兵们快来学习学习！   晒高光时刻【网,103,117,324,video,1,和平精英的微博视频,0,,,gpt
4974847772071633,Nvp8d8GVr,2023-12-03T05:00:00+00:00,#和平特训所##游戏大赏# 太阳基地大家都去过了吗！   鸡仔刚一落地就被乱枪淘汰了，刚拍的照片也在交战中被打碎了，特种兵们可以帮鸡仔还原一下吗？   快来评论区写下你的答案吧！关注@和平精英 并转发,164,675,3054,image,0,抽奖详情,0,,,gpt
4974802475945822,NvnX9oWMm,2023-12-03T02:00:00+00:00,#和平精英##龙跃长城##和平精英吉莉##和平精英体验服爆料# 好消息，“万里长城”即将登陆海岛龙脊山！ 想知道，「龙跃长城」新版本有哪些新玩法？ 打卡万里长城的最佳路线是什么？ 超体新导师“雷枪少年,108,123,360,video,1,和平精英的微博视频,0,,,gpt
4974530686617910,NvgSMrLCu,2023-12-02T08:00:01+00:00,#和平精英天文漫游##游戏大赏# 鱼哭了水知道，吗喽哭了谁知道 今日风和日丽，宜上分。我在好好打游戏，但你们在干什么！ 吗喽的命也是命！既然如此，只能含泪送你们双双把家还了！ 晒高光时刻【网页链接】赢,102,124,332,video,1,和平精英的微博视频,0,,,gpt
4974485390492765,NvfHJ24bP,2023-12-02T05:00:01+00:00,#和平穿搭大赏##游戏大赏# SS24赛季，各位特种兵的上分战况如何？   不瞒各位说，这套绿色“军大衣”已经陪着鸡仔征战无数个赛季了，自带吉利服效果，满满的安全感！   不知道各位特种兵有没有专属的,104,540,2964,video,1,和平精英的微博视频,0,,,gpt
4974457694980274,NveZ3kTB0,2023-12-02T03:09:58+00:00,在新版本中我们再次优化了游戏服务器性能与战斗操作体验，给特种兵们带来更好的游戏体验！  #和平精英##和平精英体验服##和平精英体验优化# 和平精英的微博视频,105,118,334,video,1,和平精英的微博视频,0,,,gpt
4974191654994801,Nv83XkXnj,2023-12-01T09:32:49+00:00,#和平精英# #游戏大赏# 微博游戏大赏活动正式开启啦特种兵们快来参与活动赢取豪礼！“陪伴”鸡仔还会收获更多惊喜哦~,131,107,317,text,0,,0,,,gpt
4974183396148413,Nv7QDpNtX,2023-12-01T09:00:00+00:00,和平精英#和平精英高光时刻##游戏大赏##定义我的专属高光# 特种兵们快来记录你的游戏高光时刻！ 参与话题活动就有机会赢取Q币和限量套装奖励~   【关注+转发+评论+超话发布】即可参与活动，惊喜豪礼,594,1970,7015,image,0,抽奖详情,0,,,gpt
4974182254777192,Nv7ONk2Lu,2023-12-01T08:55:28+00:00,#8倍镜重拳出击# 丨 #和平精英# 【外挂作弊封号公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通过游戏中,0,9,310,image,0,#8倍镜重拳出击#,0,,,gpt
4974168300324899,Nv7si1mwj,2023-12-01T08:00:01+00:00,#和平精英天文漫游##游戏大赏# 是谁在鸡仔身上安了摄像头？？ 在天上没找到敌人不可怕，可怕的是自己成了飞行靶子！ 被打回地面不丢人，丢人的是被敌方模仿了“丑态”！痛，太痛了！ 秀冬日穿搭赢奖励！快来,102,105,314,video,1,和平精英的微博视频,0,,,gpt
4974130545824480,Nv6toorde,2023-12-01T05:30:00+00:00,#军备研究所# #游戏大赏# 周五学技巧，周末上大分！ 不会有人还在把燃烧瓶当手雷用吧？它真的不是一片火那么简单！ 学好理论再实践，扔起来才能更得心应手！#和平精英#  快来看看下面的问题你能答上来几,132,646,2004,image,0,抽奖详情,0,,,gpt
4974123000267597,Nv6he17C5,2023-12-01T05:00:01+00:00,#和平精英直播节##和平精英直播盛典月# 各位特种兵，快手“封神杯”来啦！ 这次特邀多支人气主播队伍参与本届直播节快手“封神杯”，12月1日-12月6日 每日18:00 为各位特种兵呈现精彩的竞技对抗,102,106,311,video,1,和平精英的微博视频,0,,,rule
4974115448423107,Nv652zlez,2023-12-01T04:30:00+00:00,#和平精英直播节##和平精英直播盛典月# 各位特种兵，一年一度的和平精英直播盛典月-直播节开启啦！ 由和平精英官方主办的《主播的假期》将落地海南陵水，开启三天的主播假期之旅。 《开播领好礼》《超级主播,103,111,345,image,0,#和平精英直播节#,0,,,gpt
4974087610570255,Nv5m92olF,2023-12-01T02:39:23+00:00,#鸡仔的翻牌日记#|#和平精英#|#和平精英冬日穿搭#  最后一天的#和平精英冬日穿搭# 投稿翻牌来啦！恭喜特种兵@学姐游戏超棒 @小小的毛豆终结者 @心动o_Oi @甜幂萌萌 获得翻牌福利【Q瑞兔系,102,543,2942,image,0,#鸡仔的翻牌日记#,0,,,gpt
4973873932796581,NuZNvbJw9,2023-11-30T12:30:18+00:00,#8倍镜重拳出击# 丨 #和平精英# 【针对“辱骂”等不文明信息升级处罚公告】亲爱的特种兵：《和平精英》官方一直致力于打造绿色公平的游戏环境，对任何破坏游戏体验的行为均予以严厉处罚。我们发现，部分玩家,1,15,28,image,0,#8倍镜重拳出击#,0,,,gpt
4973866311751077,NuZBd7lxb,2023-11-30T12:00:01+00:00,新枪械爆料丨Famas突击步枪即将上线，步枪迎来全新调整，快跟鸡仔一起了解一下~#和平精英##和平精英体验服##和平精英Famas突击步枪# 和平精英的微博视频,107,155,316,video,1,和平精英的微博视频,0,,,gpt
4973858761477449,NuZp26clP,2023-11-30T11:30:01+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【萝飞草长 趴趴小兔】萝萝小趴兔 视频版爆料来啦~【萝萝小趴兔】的纯真无邪的与可爱恬静，让朋友们觉得她像一只可爱胆小的小兔子。他们一起送给【萝萝小趴兔】一,109,112,324,video,1,和平精英的微博视频,0,,,gpt
4973851206747945,NuZcQsjrP,2023-11-30T11:00:00+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【萝飞草长 趴趴小兔】萝萝小趴兔 将于近期上线~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪3位特种兵每人送出「100Q币」皮肤基金~【萝萝小趴,301,110,138,image,0,抽奖详情,0,,,gpt
4973843661981794,NuZ0G8jyq,2023-11-30T10:30:01+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【宇宙之上 星神降临】神吉星宿 视频版爆料来啦~ 在战术竞技的赛场上，【神吉星宿】一直秉持这样的信念，她们将自己视为纷争中的守护者。无论何时何地有纷争，她,105,113,330,video,1,和平精英的微博视频,0,,,gpt
4973836107516813,NuYOuvxsV,2023-11-30T10:00:00+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【宇宙之上 星神降临】神吉星宿 将于近期上线~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪3位特种兵每人送出「100Q币」皮肤基金~ 在星空下，,333,117,146,image,0,抽奖详情,0,,,gpt
4973821008020748,NuYq8xEyU,2023-11-30T09:00:00+00:00,#鸡仔实验室##和平精英四排节# 有这样的队友，你几点回家？ 和平精英五星王牌鸡仔曾说过：每一个成功的车手，背后都有两位护法。 会不会被打不重要，重要的是贴心！特种兵们遇到过有趣的队友吗？快来和大家分,102,529,2950,image,0,#鸡仔实验室#,0,,,gpt
4973813458273337,NuYdXyIgV,2023-11-30T08:30:00+00:00,#鸡仔的翻牌日记#|#和平精英#|#和平精英冬日穿搭#  鸡仔来了！鸡仔带着#和平精英冬日穿搭# 翻牌走来了！恭喜特种兵@麻六六 @小杰要吃火锅 @我愿含笑饮毒酒 获得翻牌福利【Q瑞兔系列抱枕】奖励~,102,559,2976,image,0,#鸡仔的翻牌日记#,0,,,gpt
4973805445318649,NuY12mjCF,2023-11-30T07:58:10+00:00,#和平精英天文漫游##和平精英四排节# 超体模式的五个实用冷知识，你学废了吗？ 时空魅影的小秘密彻底藏不住了！ 又get了一招召回队友和阻止敌方召回队友的方法，特种兵们快去实战一下~ 秀冬日穿搭赢奖励,101,105,315,video,1,和平精英的微博视频,0,,,gpt
4973473723842898,NuPo0g7Ie,2023-11-29T10:00:00+00:00,#和平精英# 周周有惊喜，免费领狐妖小红娘联名Mini14枪皮肤！ 最后一周福利鸡仔已送达，特种兵们快来领取吧~ 免费领联名枪皮肤现在上线就可以参与活动，免费领狐妖小红娘联名Mini14-涂山之恋枪皮,106,126,1049,image,0,#和平精英#,1,狐妖小红娘,Anime,gpt
4973458620158529,NuOZE0FeV,2023-11-29T09:00:00+00:00,我们致力于打造绿色健康、公平竞技的游戏环境，对此我们加大了对违规直播的检测与打击力度，给特种兵带来更好的游戏体验！#和平精英##和平精英体验服# 和平精英的微博视频,103,112,1035,video,1,和平精英的微博视频,0,,,gpt
4973451068574753,NuONszYGt,2023-11-29T08:30:00+00:00,#王牌特种兵##集结吧！特种兵# 第一人称视角还能这样玩！ 你是否常常困扰于高处跳下镜头晃动？敌人就在面前却打不到的感觉谁懂？ 落地瞬间切换第一人称视角，就能明白什么叫“稳如泰山”！ 特种兵们还知道哪,102,549,3029,image,0,#王牌特种兵#,0,,,gpt
4973443519089659,NuOBhC8Dp,2023-11-29T08:00:00+00:00,#和平精英天文漫游##和平精英四排节# 喜欢用冲锋枪的特种兵有福了！ 超体中的闪电尖兵仿佛是为冲锋枪爱好者量身打造的！ 介么多冲锋枪，应该选哪把？鸡仔这就为大家详细解读，特种兵们快来看视频学上分~ 秀,102,111,1033,video,1,和平精英的微博视频,0,,,gpt
4973435969078461,NuOp6C5IN,2023-11-29T07:30:00+00:00,#鸡仔的翻牌日记#|#和平精英#|#和平精英冬日穿搭#  鸡仔来翻牌#和平精英冬日穿搭# 活动优质投稿啦！恭喜特种兵@8倍镜Vplus @盗跖家夫人 @我系糖小兜丶 获得翻牌福利【Q瑞兔系列抱枕】奖励,103,561,3030,image,0,#鸡仔的翻牌日记#,0,,,gpt
4973118886253991,NuG9GqeWP,2023-11-28T10:30:01+00:00,#和平精英天文漫游##和平精英四排节# 我嘞个豆，这下谁还分得清鸡仔和华佗？ 热心鸡仔在线解决游戏内各种疑难杂症，不怕我不会，就怕你不来！ 咱主打一个以最简单粗暴的方法解决问题，特种兵们不来试试吗？ ,105,137,330,video,1,和平精英的微博视频,0,,,gpt
4973111336502406,NuFXvrhzw,2023-11-28T10:00:01+00:00,#鸡仔实验室# #和平精英四排节# 操作习惯小调查 特种兵们是用手机还是平板玩和平精英呢？大家更习惯使用什么样的键位布局呢？ 来看看这些键位方案，让你更快成为游戏大神！ 鸡仔听说多指操作更容易上分哦（,105,543,1539,image,0,#鸡仔实验室#,0,,,gpt
4972764041582482,NuwVm6DFU,2023-11-27T11:00:00+00:00,#王牌特种兵##集结吧！特种兵# 燃烧瓶竟能攻守兼备？ 有一种路叫“马路”，还有一种路叫“被燃烧瓶逼得走投无路”。 攻楼扔一颗清理关键架枪点，守楼扔一颗火势蔓延压力拉满，必要时还能限制走位！ 合理运用,107,510,1518,image,0,#王牌特种兵#,0,,,gpt
4972748946278909,Nuwx0qlqJ,2023-11-27T10:00:01+00:00,#和平精英天文漫游##和平精英四排节# 有的快乐和“惊喜”，只有在超体才懂！ 特种兵们在超体模式游玩时是不是感觉科技感满满呢？ 快来说说你在超体模式偷偷干过哪些事吧！ 秀冬日穿搭赢奖励！快来参加【网页,105,105,1016,video,1,和平精英的微博视频,0,,,gpt
4972733844425657,Nuw8Eizjz,2023-11-27T09:00:00+00:00,#和平精英歼灭大赛# 和平精英歼灭大赛Ⅱ职业选手篇 今日起拉开大幕！ 20支战队整装待发，7天比赛点燃歼灭火焰关关难过关关过，期待你突出重围！打破质疑，挣脱枷锁，你便是万里挑一的星！ 精彩比赛更需金句,103,113,1031,image,0,#和平精英歼灭大赛#,0,,,rule
4972394780297141,NunjM1fiB,2023-11-26T10:32:41+00:00,新版本即将上线的恶意辱骂打击专项 #和平精英##和平精英体验服# 和平精英的微博视频,111,130,355,video,1,和平精英的微博视频,0,,,gpt
4972356514618202,Numk3jnp8,2023-11-26T08:00:38+00:00,#和平精英天文漫游##和平精英四排节# 起猛了，看到鸡仔和朋友们胜利后的MVP结算画面了！  🆒脸上：不行要高冷 🤣心里：vocal我也太强了吧，心情美美哒~   秀冬日穿搭赢奖励！快来参加【网页链接,114,206,335,video,1,和平精英的微博视频,0,,,gpt
4972330355004008,NulDRkZLO,2023-11-26T06:16:41+00:00,#和平精英歼灭大赛#  六支参赛队伍两两对决，点燃歼灭火焰！ 全平台六位人气主播率领队伍更进一步！ 十八位职业选手重新组队，梦幻阵容组建完毕！ 三个小时的歼灭盛宴，让你好看！ 全明星表演赛结束，正赛小,120,107,334,image,0,#和平精英歼灭大赛#,0,,,gpt
4972311058058609,Nul8JxOpz,2023-11-26T05:00:00+00:00,#和平特训所# #和平精英四排节# 特种兵们的火眼金睛应该不止体现在战斗中吧！ 大家都领到涂山之恋套装了吗？快来帮忙看看，为什么鸡仔感觉自己领到的有点不一样呢？ 图上共有三处不同，找到了就在评论区留言,140,633,3077,image,0,抽奖详情,0,,,gpt
4972296025670133,NukKunN3L,2023-11-26T04:00:16+00:00,#和平精英村镇赛##和平精英大众赛#  各位特种兵们，你们准备好了吗？《和平精英X海南文昌龙楼镇村镇赛》 即将开启，谁将证明自己，突破重围?让我们一同见证!除了丰厚的赛事奖金更有超多文创礼品及周边福利,102,108,314,image,0,#和平精英村镇赛#,1,海南文昌龙楼镇村镇赛》,Other,rule
4972009219168155,NudhTCt3t,2023-11-25T09:00:36+00:00,#和平精英歼灭大赛##和平精英歼灭大赛超燃宣传片#有人荣誉加身，万众瞩目。有人刻苦修炼，只为站至顶峰。也有人饱受质疑，受千夫所指。有上山的人，也有下山的神。但…在此刻，丢掉过往的荣耀！丢掉禁锢的枷锁！,545,121,577,video,1,和平精英的微博视频,0,,,gpt
4971994936508572,NucURrjaY,2023-11-25T08:03:50+00:00,#和平精英# 【盯上你啦】第71期 持续打击！严惩主播作弊！   针对主播直播作弊行为，我们一直以来都在持续打击中，主播和内容创作者更应该规范言行，维护绿色游戏环境！   特种兵们，欢迎带上视频证据提,223,111,574,video,1,和平精英的微博视频,0,,,gpt
4971993973133279,NucTjd96L,2023-11-25T08:00:01+00:00,#和平精英天文漫游# #和平精英四排节# 今天的鸡仔跟平时可不一样，今天是身法鸡仔！🏝不会还有人不知道怎么样才能爬上这个信号塔吧！速度学起来简直嘎嘎上分啊~ 秀冬日穿搭赢奖励！快来参加【网页链接】活动,114,102,562,video,1,和平精英的微博视频,0,,,gpt
4971948778986074,NubIpBHGG,2023-11-25T05:00:26+00:00,#和平穿搭大赏##和平精英四排节# 冬天到了，特种兵们可要做好保暖措施呀！  无论是游戏内还是游戏外，冬季的穿搭总是明亮又温暖   各位特种兵！快快秀出你们的冬季专属Look给鸡仔看看吧！   秀冬日,551,515,2106,video,1,和平精英的微博视频,0,,,gpt
4971654510020158,Nu43N05f8,2023-11-24T09:31:07+00:00,和平精英#和平精英冬日穿搭# 特种兵们快来秀出你的冬日OOTD！ 快来参与话题活动免费赢取Q币和限量套装奖励~   【关注+转发+评论+超话发布】即可参与活动，丰富大奖等你来赢取!  鸡仔会不定期翻牌,829,1923,8537,image,0,抽奖详情,0,,,gpt
4971631580812403,Nu3sO3plh,2023-11-24T08:00:00+00:00,#和平精英天文漫游##和平精英四排节# 正所谓富贵险中求，鸡仔当然要一步登天直接用AKM啦！ 和鸡仔一起练习武器，远离“人体描边”！ 各位特种兵们，你们最喜欢用的武器是哪一个呢？ 拿称号赢奖励！快来参,124,111,1039,video,1,和平精英的微博视频,0,,,gpt
4971586282591326,Nu2hKaS7A,2023-11-24T05:00:00+00:00,#军备研究所# #和平精英四排节# 关注军备研究所，武器大师就是我 手雷作为和平精英中最常见的破点道具，你真的了解它吗？ 掌握这四个小知识，相信你的名次会更进一步！ 快来评论区回答问题，鸡仔将用@微博,153,711,1616,image,0,抽奖详情,0,,,gpt
4971331204415819,NtVEkiwKT,2023-11-23T12:06:24+00:00,#8倍镜重拳出击# 丨 #和平精英# 【外挂作弊封号公告】尊敬的特种兵：大家好，我是《和平精英》安全运营团队的8倍镜，我们致力于打造绿色健康、公平竞技的游戏环境，给特种兵带来更好的游戏体验。通过游戏中,3,22,19,image,0,#8倍镜重拳出击#,0,,,gpt
4971306946397744,NtV1cqQlq,2023-11-23T10:30:01+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【非黑即白 执拗牛牛】黑白懵懵牛 视频版爆料来啦~ 在【黑白懵懵牛】的世界里，一切都是非黑即白，规则分明。从小，她就展现出与众不同的坚韧和执拗，仿佛注定要,125,194,596,video,1,和平精英的微博视频,0,,,gpt
4971299395868366,NtUP1oCD4,2023-11-23T10:00:01+00:00,#四级包爆料时刻# | #和平精英天文漫游# 【非黑即白 执拗牛牛】黑白懵懵牛 将于近期上线~ 关注@和平精英 转发本条，鸡仔将用@微博抽奖平台 揪3位特种兵每人送出「100Q币」皮肤基金~ 非黑即白,461,323,701,image,0,抽奖详情,0,,,gpt
