partner_name,category,region,video_count,total_views,total_video_likes,total_comments,total_comment_likes,comment_likes_partial,avg_views,like_rate_pct,comment_rate_pct,top_videos,date_range_start,date_range_end
-Suit,IP,Global,2,228725,3574,73,0,True,114362.5,1.5626,0.0319,ZPmNbKj4eWU|PUBG MOBILE | Bow Down to the Golden Pharaoh X-Sui; 7qrs8VVYzwQ|PUBG MOBILE | Bow Down to the Dravion X-Suit,2025-01-26,2026-01-26
the ACE32,IP,Global,1,227494,9136,27,0,True,227494.0,4.0159,0.0119,7Iwp_e6d7ao|PUBG MOBILE | ACE every battle with the ACE32!,2000-01-01,2026-02-05
PUBGMOBILE Battlefields in Real Life,IP,Global,1,212132,4581,147,0,True,212132.0,2.1595,0.0693,gb-QBb-MkkU|PUBG MOBILE - BAPExPUBGMOBILE Battlefields in Real,2000-01-01,2026-02-05
AW,Other,Global,1,211176,1314,62,88,True,211176.0,0.6222,0.0294,3Jz7KWh4Bys|PUBG MOBILE｜It's Your 7ime: Join the 7th Anniversa,2000-01-01,2026-02-05
RP A4,IP,Global,1,208932,2205,12,0,True,208932.0,1.0554,0.0057,kI2katRR26Q|PUBG MOBILE | Enjoy all of the 💥 thrills & ❄️ chil,2000-01-01,2026-02-05
the Frost Festival,IP,Global,2,208922,1336,314,0,True,104461.0,0.6395,0.1503,Z6q6sFnuAlw|PUBG MOBILE | Celebrate the Holidays with the Fros; cyRdAFzlGLg|PUBG MOBILE | Celebrate the Festivities with the F,2000-01-01,2026-02-05
Dr Disrespect,Artist,Global,3,208153,6322,297,0,True,69384.33,3.0372,0.1427,vH5izLjObdI|PUBG MOBILE's 13 Days of Halloween Finale Featurin; qMOWfAyTI2k|Dr Disrespect Joins PUBG MOBILE's 13 Days of Hallo; ozGjEvvwcUs|13 DAYS OF HALLOWEEN FINALE REWIND,2000-01-01,2026-02-05
en Sinistra Ultimate Set Now Available,IP,Global,1,207477,295,28,37,True,207477.0,0.1422,0.0135,dPBnePYx9cI|PUBG MOBILE | Nyxen Sinistra Ultimate Set Now Avai,2000-01-01,2026-02-05
en Sinistra Ultimate Set Now Available,IP,Global,1,207449,296,28,0,True,207449.0,0.1427,0.0135,dPBnePYx9cI|PUBG MOBILE | Nyxen Sinistra Ultimate Set Now Avai,2025-01-26,2026-01-26
Xperia 1 IV,Brand,Global,12,202718,6985,57,0,True,16893.17,3.4457,0.0281,1GWZ38KSfOs|[EN] PMGC 2022 Grand Finals | Day 1 | PUBG MOBILE ; 1O3RWvYubw0|[EN] PMGC 2022 Grand Finals | Day 3 | PUBG MOBILE ; dYCXmP5bMb4|[EN] PMGC 2022 Grand Finals | Day 2 | PUBG MOBILE ,2000-01-01,2026-02-05
the New Victory Dance,IP,Global,1,201484,5353,107,209,True,201484.0,2.6568,0.0531,KxUSV8_8rwI|PUBG MOBILE | Show Us Your Moves with the New Vict,2000-01-01,2026-02-05
the Clockwork Attendant,IP,Global,1,201339,303,16,43,True,201339.0,0.1505,0.0079,gR-YEtqGBAc|PUBG MOBILE | Behind the Scenes with the Clockwork,2000-01-01,2026-02-05
the Clockwork Attendant,IP,Global,1,201323,302,16,0,True,201323.0,0.15,0.0079,gR-YEtqGBAc|PUBG MOBILE | Behind the Scenes with the Clockwork,2025-01-26,2026-01-26
the New Victory Dance,IP,Global,1,200487,5324,107,0,True,200487.0,2.6555,0.0534,KxUSV8_8rwI|PUBG MOBILE | Show Us Your Moves with the New Vict,2025-01-26,2026-01-26
the new upgradable Violet Volt,IP,Global,1,195120,2342,14,0,True,195120.0,1.2003,0.0072,6tFOy5BfP9w|PUBG MOBILE | Storm into battle with the new upgra,2000-01-01,2026-02-05
PMIT,IP,Global,9,187598,8053,88,0,True,20844.22,4.2927,0.0469,5GWEGqWlhz4|OPPO X PMIT - Group A | Semi-Finals - Day 4; SopL2kDhOqw|OPPO X PMIT - Group B | Round 1 -- Day 4; OVhxEY5_SWc|OPPO X PMIT - Group A | Semi-Finals - Day 1,2000-01-01,2026-02-05
The Lord of The Rings,IP,Global,1,187384,1449,37,0,True,187384.0,0.7733,0.0197,BjgUNmI_IRQ|PUBG MOBILE x The Lord of The Rings: The War of th,2000-01-01,2026-02-05
The7WorldsGaming,IP,Global,4,187116,7153,178,0,True,46779.0,3.8228,0.0951,OaO0ZXcpFPg|Community tournament with The7WorldsGaming! #pubgm; gkFZjxg2wuM|Fun tournament play with The7WorldsGaming! #pubgmo; Dt4yxvTQvzs|PUBG Mobile Community Tournament with The7WorldsGa,2000-01-01,2026-02-05
DarWin,Artist,Global,1,178653,1901,56,0,True,178653.0,1.0641,0.0313,7tPiWHkhVoE|PUBG MOBILE | Mechs are charging! Version 3.2 Them,2000-01-01,2026-02-05
Razer,IP,Global,2,175899,5612,204,0,True,87949.5,3.1905,0.116,hQsDaKqetiU|PUBG Mobile X Razer: Weekend Tournament with Power; BfTSIhNNuJY|PUBG Mobile X Razer: Weekend Tournament with Power,2000-01-01,2026-02-05
Mia Khalifa,Artist,Global,1,175280,4982,421,0,True,175280.0,2.8423,0.2402,L-hCGCegKSA|Winner Winner Chicken Dinner - COOKING SHOW w/ Mia,2000-01-01,2026-02-05
Subs,IP,Global,1,172642,2170,86,0,True,172642.0,1.2569,0.0498,k8X9mocY6nA|Powerbang Squads up with Subs! #pubgmobilelive,2000-01-01,2026-02-05
-Suits Return,IP,Global,3,172315,4839,108,0,True,57438.33,2.8082,0.0627,"sVHDnMNRS0I|PUBG MOBILE | 🤩 New effects, who this? Join the X-; b2KiNWPcvGI|PUBG MOBILE | Your favorite X-Suits, enhanced! ⚡️ ; wINNBgvjZs8|PUBG MOBILE | X-Suits Return Event is coming!",2000-01-01,2026-02-05
Global Green,Other,Global,2,150146,5334,233,0,True,75073.0,3.5525,0.1552,OUmYQxSBiAU|PUBG MOBILE #FIGHT4THEAMAZON Charity Event; FAnGwaRaWbE|PUBG MOBILE x Global Green - Fight4theAmazon,2000-01-01,2026-02-05
-Suit With Your Very Eyes,IP,Global,1,146362,802,16,3,False,146362.0,0.548,0.0109,4138G2EiVOc|PUBG MOBILE | See The Anukhra X-Suit With Your Ver,2000-01-01,2026-02-05
-Suit With Your Very Eyes,IP,Global,1,146360,802,16,0,True,146360.0,0.548,0.0109,4138G2EiVOc|PUBG MOBILE | See The Anukhra X-Suit With Your Ver,2025-01-26,2026-01-26
Yanrique,IP,Global,2,146137,6323,557,0,True,73068.5,4.3268,0.3811,HgnfYtsiX5M|FUN IN ARCADE! ft. Yanrique | PUBG Mobile; DSVz_MbLmns|Night Mode Gameplay | PUBG Mobile | Win Game Ft. Y,2000-01-01,2026-02-05
TRANSFORMERS Epic,Movie,Global,1,144818,145,17,23,True,144818.0,0.1001,0.0117,U8hSWoDJ4DA|PUBG MOBILE x TRANSFORMERS Epic Collaboration!,2000-01-01,2026-02-05
TRANSFORMERS Epic,Movie,Global,1,144802,145,17,0,True,144802.0,0.1001,0.0117,U8hSWoDJ4DA|PUBG MOBILE x TRANSFORMERS Epic Collaboration!,2025-01-26,2026-01-26
PUBG  Mobile,Artist,Global,1,141381,8375,414,0,True,141381.0,5.9237,0.2928,ilI9VTIorsw|Be The One - Alan Walker X PUBG  Mobile Collaborat,2000-01-01,2026-02-05
Dolby Atmos,IP,Global,1,138708,5350,329,0,True,138708.0,3.857,0.2372,m64_7S79dlE|PUBG MOBILE x Dolby Atmos | Announcement,2000-01-01,2026-02-05
OPENING PUBG MOBILE,IP,Global,1,136630,2989,282,0,True,136630.0,2.1877,0.2064,n_XCEiFMMTE|URBAN OR ASSAULT SET? ELITE ROYALE PASS SEASON 7 M,2000-01-01,2026-02-05
the Jadefang Aurora Gilt Set,IP,Global,1,131112,938,20,11,True,131112.0,0.7154,0.0153,2O6Ma5-aBU0|PUBG MOBILE | Dominate the Cyberspace with the Jad,2000-01-01,2026-02-05
the Jadefang Aurora Gilt Set,IP,Global,1,131090,940,20,0,True,131090.0,0.7171,0.0153,2O6Ma5-aBU0|PUBG MOBILE | Dominate the Cyberspace with the Jad,2025-01-26,2026-01-26
ALPHA 7 ESPORTS,IP,Global,1,130805,315,31,0,True,130805.0,0.2408,0.0237,NuUCHszkstY|CHOKE TO CHAMP - PUBG MOBILE ULTIMATE ROYALE | SEA,2000-01-01,2026-02-05
the RP A6 Victory Dance,IP,Global,1,129493,3323,21,0,True,129493.0,2.5662,0.0162,xRhzCle-P94|PUBG MOBILE | Celebrate every Chicken Dinner in st,2000-01-01,2026-02-05
-Suit Available Now,IP,Global,1,121447,732,49,22,True,121447.0,0.6027,0.0403,q08nosSBu4A|PUBG MOBILE | New Anukhra X-Suit Available Now,2000-01-01,2026-02-05
-Suit Available Now,IP,Global,1,121434,732,49,0,True,121434.0,0.6028,0.0404,q08nosSBu4A|PUBG MOBILE | New Anukhra X-Suit Available Now,2025-01-26,2026-01-26
Delicious Shawarma,IP,Global,1,119748,564,16,0,True,119748.0,0.471,0.0134,0siADfSSuT4|PUBG MOBILE | Boost Your Energy With Delicious Sha,2025-01-26,2026-01-26
Delicious Shawarma,IP,Global,1,119748,563,16,4,True,119748.0,0.4702,0.0134,0siADfSSuT4|PUBG MOBILE | Boost Your Energy With Delicious Sha,2000-01-01,2026-02-05
FaZe Clan,Other,Global,2,118272,3633,262,0,True,59136.0,3.0717,0.2215,JXjYae82vmI|Draft ft. FaZe clan & content creators | Superstar; ebsWw_YN-4o|PUBG MOBILE | Specter Slayer Customization Recomme,2000-01-01,2026-02-05
Beryl M762,IP,Global,1,116546,4343,478,0,True,116546.0,3.7264,0.4101,bo6QS8d-yyI|Trapped on the bridge with Beryl M762 | PUBG Mobil,2000-01-01,2026-02-05
-Suit and Iridescence X,IP,MENA,1,116270,628,33,36,True,116270.0,0.5401,0.0284,WXs5jUp88Yo|PUBG MOBILE | Golden Pharaoh X-Suit and Iridescenc,2000-01-01,2026-02-05
-Suit and Iridescence X,IP,MENA,1,116260,629,33,0,True,116260.0,0.541,0.0284,WXs5jUp88Yo|PUBG MOBILE | Golden Pharaoh X-Suit and Iridescenc,2025-01-26,2026-01-26
The Bushka,IP,Global,3,113310,4186,264,0,True,37770.0,3.6943,0.233,dcpfHKw2seM|How to Wipe Squads in Solo Mode with The Bushka; -y4AA3sNcoE|Join us LIVE on PUBG MOBILE with The Bushka! #pubg; tlwDq93e1XU|Solo Chicken Dinner: Day 8 - Samsung Galaxy S9 Giv,2000-01-01,2026-02-05
Butterfinger,IP,Global,1,110047,3139,235,0,True,110047.0,2.8524,0.2135,ae27iWUs68Y|PUBG MOBILE x Butterfinger | Earn Exclusive Butter,2000-01-01,2026-02-05
Powerbang Gaming,IP,Global,1,108236,1678,63,0,True,108236.0,1.5503,0.0582,2Afi-EDv0DI|PUBG MOBILE Custom Rooms with Powerbang Gaming,2000-01-01,2026-02-05
scopes in PUBG Mobile with BUSHKA,IP,Global,1,108088,3249,492,0,True,108088.0,3.0059,0.4552,HSMVnnSxia8|Smoke Strategies and 8X scopes in PUBG Mobile with,2000-01-01,2026-02-05
YAMAHA,Brand,Global,1,108037,6757,479,0,True,108037.0,6.2543,0.4434,nwTUDDUeXRk|PUBG MOBILE & YAMAHA Collaboration Coming Soon,2000-01-01,2026-02-05
-Suit Team enter the real world,IP,Global,1,104164,3176,25,0,True,104164.0,3.049,0.024,c3yjfai-PKI|PUBG MOBILE | X-Suit Team enter the real world,2000-01-01,2026-02-05
plained in 60 Seconds,IP,Global,1,102418,1167,194,0,True,102418.0,1.1394,0.1894,tQ9c0dpytd0|PUBG MOBILE | Account Hacking Explained in 60 Seco,2000-01-01,2026-02-05
the new Skytether Hook,IP,Global,2,100352,2006,29,0,True,50176.0,1.999,0.0289,um_QfNfJNnI|PUBG MOBILE | Gain the upper hand with the new Sky; 4NIkjiLue-4|PUBG MOBILE | Get the high ground & dominate with ,2000-01-01,2026-02-05
JR Motorsports,Movie,Global,1,97497,1660,63,0,True,97497.0,1.7026,0.0646,He1iQGqTdzc|PUBG MOBILE x JR Motorsports | Racing for the Chic,2000-01-01,2026-02-05
Matchmaking,IP,Global,1,95284,4673,374,0,True,95284.0,4.9043,0.3925,5TpM6JDIknY|Carrying My Random Team | PUBG Mobile | Victory Wi,2000-01-01,2026-02-05
Hans Zimmer,Artist,Global,3,93544,965,29,0,True,31181.33,1.0316,0.031,XLSpzY-oDuI|PUBG MOBILE | Unleash the Mystic Kraken 🦑; cnjZQl_WPas|PUBG MOBILE | Water Orb Blaster 🌊; iOTuTs4d0EE|PUBG MOBILE | Spectral Admiral ⚓,2000-01-01,2026-02-05
plore the Sect Atop the Mountain,IP,Global,1,91840,924,73,0,True,91840.0,1.0061,0.0795,xo5CbLUtlt8|PUBG MOBILE | Version 3.6 Overview - Explore the S,2000-01-01,2026-02-05
Wynnsanity,Artist,Global,2,88445,498,61,0,True,44222.5,0.5631,0.069,eytYC1GZjrM|PUBG MOBILE | Discover the 3.4 Version Story with ; G9zWNIJBxVc|PUBG MOBILE | The 🐐 Wynnsanity reacts to his Voice,2000-01-01,2026-02-05
M249,IP,Global,1,81217,2952,217,0,True,81217.0,3.6347,0.2672,lQ3jk__jH_Q|AWM x M249 | Duo VS Squad ACE Tier Gameplay | PUBG,2000-01-01,2026-02-05
Riding Guide,IP,Global,1,80533,1322,108,0,True,80533.0,1.6416,0.1341,YJ2vwtOYm0g|PUBG MOBILE | Dinoground - T-Rex Riding Guide,2000-01-01,2026-02-05
Indian Motorcycle,IP,Global,7,78761,3341,288,0,True,11251.57,4.2419,0.3657,JggGrTrbaDg|PUBG MOBILE x Indian Motorcycle collaboration is N; XHYo2MwOU-0|Now THIS is a PUBG MOBILE pit stop! 🏁; q5IHDu_v8pI|PUBG MOBILE x Indian Motorcycle | Big Moments: Cre,2000-01-01,2026-02-05
EWC Main Tournament Day 3,IP,MENA,1,76171,1298,8,0,True,76171.0,1.7041,0.0105,nEMVL3mRfcE|[EN] 2024 PMWC x EWC Main Tournament Day 3 | PUBG ,2000-01-01,2026-02-05
emplar Sets Available Now,Movie,Global,1,73421,147,24,13,True,73421.0,0.2002,0.0327,ZnqswTwNXX0|PUBG MOBILE | Empyrean Exemplar Sets Available Now,2000-01-01,2026-02-05
emplar Sets Available Now,Movie,Global,1,73413,147,24,0,True,73413.0,0.2002,0.0327,ZnqswTwNXX0|PUBG MOBILE | Empyrean Exemplar Sets Available Now,2025-01-26,2026-01-26
RE2,IP,Global,1,71640,3006,251,0,True,71640.0,4.196,0.3504,uQW0dBUWmjw|PUBG MOBILE X RE2: Leon and Claire Skin Sets Now a,2000-01-01,2026-02-05
EWC Main Tournament Day 1,IP,MENA,1,70783,1078,9,0,True,70783.0,1.523,0.0127,bEynTcqtxN4|[EN] 2024 PMWC x EWC Main Tournament Day 1 | PUBG ,2000-01-01,2026-02-05
ploring Vikendi Map,IP,Global,1,69751,2949,256,0,True,69751.0,4.2279,0.367,DyXGxm9DYXU|Exploring Vikendi Map | PUBG Mobile | Intense Acti,2000-01-01,2026-02-05
Apple,Brand,Global,1,69543,658,132,0,True,69543.0,0.9462,0.1898,B6UFFGEyLZg|PUBG MOBILE at Apple Event: Cutting Edge Technolog,2000-01-01,2026-02-05
Outsider9k,IP,Global,1,68097,1889,175,0,True,68097.0,2.774,0.257,C38GaEB5Suk|TRY THIS NOW! MEDIC CHALLENGE ft. Outsider9k | PUB,2000-01-01,2026-02-05
treme Survival Guide,IP,Global,2,66990,267,35,0,True,33495.0,0.3986,0.0522,g5RTFunrU80|PUBG MOBILE｜Extreme Survival Guide: Sabertooth Tig; NUpas1OHkJ4|PUBG MOBILE | Extreme Survival Guide: Master the F,2000-01-01,2026-02-05
EWC Main Tournament Day 2,IP,MENA,1,65759,1010,7,0,True,65759.0,1.5359,0.0106,-G6DSz7h0PY|[EN] 2024 PMWC x EWC Main Tournament Day 2 | PUBG ,2000-01-01,2026-02-05
HONOR,Brand,MENA,5,65017,1800,28,0,True,13003.4,2.7685,0.0431,s5Rjo_Z6DCI|[EN] 2023 PMWI Main Tournament Day 3 | Gamers8 | P; qy2zXXBlH2w|[EN] 2023 PMRC MEA vs. EU Day 4 | Gamers8 | PUBG M; 5mT4IBjlapk|[EN] 2023 PMRC MEA vs. EU Day 2 | Gamers8 | PUBG M,2000-01-01,2026-02-05
Facebook Gaming,Other,Global,1,63672,1728,126,0,True,63672.0,2.7139,0.1979,NErkcfdXqxk|PUBG MOBILE - 4v4 TDM Stream Highlights,2000-01-01,2026-02-05
Samsung,Brand,NA,3,62685,2089,130,0,True,20895.0,3.3325,0.2074,Ue9HVG3ZYYo|Solo Chicken Dinner: Day 6 - Samsung Galaxy S9 Giv; ui5276f9jZU|Solo Chicken Dinner: Day 9 - Samsung Galaxy S9 Giv; eYzI1urFCAI|Solo Chicken Dinner: Day 7 - Samsung Galaxy S9 Giv,2000-01-01,2026-02-05
Power Armor,IP,Global,1,62261,3169,227,0,True,62261.0,5.0899,0.3646,98nyZPiGRv0|PUBG MOBILE - Upgrade your Tactics with Power Armo,2000-01-01,2026-02-05
Deadmau5,Artist,Global,1,61605,2077,234,0,True,61605.0,3.3715,0.3798,xsZ6VdcZkcg|Special Guest Deadmau5 Air Drops into PUBG MOBILE,2000-01-01,2026-02-05
Compliments And Bullets,IP,Global,1,60713,630,20,9,True,60713.0,1.0377,0.0329,KaVIMDK8H5k|PUBG MOBILE | Shower Your Enemies With Compliments,2000-01-01,2026-02-05
Compliments And Bullets,IP,Global,1,60711,630,20,0,True,60711.0,1.0377,0.0329,KaVIMDK8H5k|PUBG MOBILE | Shower Your Enemies With Compliments,2025-01-26,2026-01-26
Tesla,IP,Global,1,59894,3285,263,0,True,59894.0,5.4847,0.4391,QXesbJ1i8y8|PUBG MOBILE | Evolve Into the Future with Tesla,2000-01-01,2026-02-05
Bushka,IP,Global,3,59415,1622,115,0,True,19805.0,2.73,0.1936,K1KNmiA-FdA|Squad Up & Rock Out Classic With Bushka; 3mnU4n7_Hyo|Squad Up & Rock Out Classic With Bushka; 7jdMbsIBTG8|PUBG MOBILE Custom Rooms with Bushka,2000-01-01,2026-02-05
Ocean Odyssey,IP,Global,1,59024,353,38,0,True,59024.0,0.5981,0.0644,1h69dOYGRys|PUBG MOBILE | New Ocean Themed Items Coming with O,2000-01-01,2026-02-05
the latest Gilt Set,IP,Global,1,57615,983,23,16,False,57615.0,1.7062,0.0399,QAfZLeE4TiQ|PUBG MOBILE | Unleash the Crimson Hunt with the la,2000-01-01,2026-02-05
the latest Gilt Set,IP,Global,1,57608,983,23,0,True,57608.0,1.7064,0.0399,QAfZLeE4TiQ|PUBG MOBILE | Unleash the Crimson Hunt with the la,2025-01-26,2026-01-26
The Rocket Pillow,IP,Global,1,56860,794,16,3,True,56860.0,1.3964,0.0281,-mo-aVaM9SQ|PUBG MOBILE | Put Your Enemies To Bed With The Roc,2000-01-01,2026-02-05
The Rocket Pillow,IP,Global,1,56858,795,16,0,True,56858.0,1.3982,0.0281,-mo-aVaM9SQ|PUBG MOBILE | Put Your Enemies To Bed With The Roc,2025-01-26,2026-01-26
istence,IP,Global,1,56092,1394,120,0,True,56092.0,2.4852,0.2139,yKrg7M9VaK8|WHERE DO PUBG MOBILE PRO PLAYERS LAND on VIKENDI f,2000-01-01,2026-02-05
Gamers8,Other,Global,2,55392,1270,7,0,True,27696.0,2.2927,0.0126,2DyK0sFhAwQ|[EN] 2023 PMWI Main Tournament Day 1 | Gamers8 | P; SXZfgVjfM_Y|[EN] 2023 PMWI Main Tournament Day 2 | Gamers8 | P,2000-01-01,2026-02-05
pected Allies,IP,Global,1,55033,311,13,0,True,55033.0,0.5651,0.0236,ivbBY4lgRI4|PUBG MOBILE | Unexpected Allies,2000-01-01,2026-02-05
special rewards,IP,Global,1,54193,655,6,0,True,54193.0,1.2086,0.0111,9FklaMMiDlQ|PUBG MOBILE | 🧦 Surprise Stockings are hanging aro,2000-01-01,2026-02-05
Amazon Prime,Brand,Global,1,54055,1656,150,0,True,54055.0,3.0635,0.2775,Wd63_8ziD1o|PUBG MOBILE Amazon Prime Loot,2000-01-01,2026-02-05
a TWIST,IP,Global,1,52899,1955,268,0,True,52899.0,3.6957,0.5066,yLmFCfmMRrY|CROSSBOW ONLY Challenge with a TWIST!,2000-01-01,2026-02-05
plained 1,IP,Global,1,52199,70,11,0,True,52199.0,0.1341,0.0211,Zn0xktOLRcw|PUBG MOBILE | 420 Security Tips Explained 1,2025-01-26,2026-01-26
DP,IP,Global,1,52114,1710,98,0,True,52114.0,3.2813,0.188,fbfeKtTbsbM|Street Art Gun Skin COMBO! - UMP9 x DP-28 | PUBG M,2000-01-01,2026-02-05
POLARIS,IP,Global,1,51644,429,23,0,True,51644.0,0.8307,0.0445,AGiy9go7EdM|PUBG MOBILE X POLARIS | TAKE THE BATTLE OFF-ROAD,2000-01-01,2026-02-05
the Grooving Grenade,IP,Global,1,51632,1149,3,0,True,51632.0,2.2254,0.0058,4kl-zJaQuRI|PUBG MOBILE | No one can resist showing off their ,2000-01-01,2026-02-05
Julien Fournié,Artist,Global,2,51066,1650,97,0,True,25533.0,3.2311,0.19,YrmGBqPQ4M4|PUBG MOBILE x Julien Fournié | First Love Collecti; WZVNrvd2hqI|PUBG MOBILE x Julien Fournié | New Year Winter Fan,2000-01-01,2026-02-05
Laser Sights,IP,Global,1,49925,1832,197,0,True,49925.0,3.6695,0.3946,Mn5j-h_rqYs|FEMALE PRO PLAYERS Battle in VIKENDI v0.10.5 ft La,2000-01-01,2026-02-05
Resident Evil 2,Game,Global,1,49882,1789,127,0,True,49882.0,3.5865,0.2546,LFRI-DOjr60|FIND SNAKES EASY in ZOMBIE MODE PUBG Mobile 0.11.0,2000-01-01,2026-02-05
Lights Out,IP,Global,1,49617,1198,152,0,True,49617.0,2.4145,0.3063,xpx5u22uwhQ|MUTANT ONLY MK47 Gameplay | PUBG MOBILE | feat. Li,2000-01-01,2026-02-05
Shadow,IP,Global,1,49538,1944,221,0,True,49538.0,3.9243,0.4461,9ZWXlsVmAA8|Playing with Shadow - Shadow Vs Force | PUBG MOBIL,2000-01-01,2026-02-05
SKAI ISYOURGOD,Artist,Global,1,49479,1150,25,0,True,49479.0,2.3242,0.0505,8BgSL2VIh00|PUBG MOBILE x SKAI ISYOURGOD | Limited Time Bluepr,2025-01-26,2026-01-26
Redemption Shop Available Now,IP,Global,1,49454,399,6,0,True,49454.0,0.8068,0.0121,wCnmppRkIHk|PUBG MOBILE | Popularity Gift Redemption Shop Avai,2000-01-01,2026-02-05
clusive Rewards,IP,Global,4,49125,1674,162,107,True,12281.25,3.4076,0.3298,98SdebdB9I8|PUBG MOBILE | Redeem Time Tokens for Exclusive Rew; 1hhmE0Mf7mE|PUBG MOBILE | 1v1 Popularity Battle Exclusive Rewa; dOPBf1rnnG4|PUBG MOBILE | Unlock RP A12 for Exclusive Rewards,2000-01-01,2026-02-05
NAILOONG,IP,Global,4,48402,975,73,67,True,12100.5,2.0144,0.1508,YVvcdevijWk|PUBG MOBILE x NAILOONG | Dance Away the Summer!; GmTQXobJtUk|PUBG MOBILE x NAILOONG | Items Available Now!; 8KQomK6LJXo|PUBG MOBILE x NAILOONG | NAILOONG Power! Chicken H,2000-01-01,2026-02-05
NAILOONG,IP,Global,4,48337,974,73,0,True,12084.25,2.015,0.151,YVvcdevijWk|PUBG MOBILE x NAILOONG | Dance Away the Summer!; GmTQXobJtUk|PUBG MOBILE x NAILOONG | Items Available Now!; 8KQomK6LJXo|PUBG MOBILE x NAILOONG | NAILOONG Power! Chicken H,2025-01-26,2026-01-26
PUBG MOBILE India Tour Group A,IP,Global,1,47152,1730,16,0,True,47152.0,3.669,0.0339,YUv71_zocbE|Finals - OPPO X PUBG MOBILE India Tour Group A - L,2000-01-01,2026-02-05
Ledge Grab,IP,Global,1,45644,2362,101,0,True,45644.0,5.1748,0.2213,ysXW0G9AYbM|PUBG MOBILE - Hanging Around with Ledge Grab,2000-01-01,2026-02-05
-Suit Gameplay Trailer,IP,Global,1,44831,472,36,0,True,44831.0,1.0528,0.0803,u-HRRCXzLqQ|PUBG MOBILE | Arcane Jester X-Suit Gameplay Traile,2000-01-01,2026-02-05
EWC Group Stage Day 2,IP,MENA,1,44603,593,2,0,True,44603.0,1.3295,0.0045,eRYfWP-PTuk|[EN] 2024 PMWC x EWC Group Stage Day 2 | PUBG MOBI,2000-01-01,2026-02-05
Vivo,Brand,Global,2,43874,2558,154,0,True,21937.0,5.8303,0.351,judzZ80jYk4|PMCO Global Finals Day 3 Highlights; 3UjJr_e8HKQ|PMCO 2019 Global Finals Day 1 Highlights,2000-01-01,2026-02-05
clusive Mecha Finish Available With RPA7,IP,Global,1,43288,640,14,0,True,43288.0,1.4785,0.0323,n3JvQ7E2000|PUBG MOBILE | Exclusive Mecha Finish Available Wit,2000-01-01,2026-02-05
BAPE Exclusive Outfit,IP,Global,1,42802,2510,255,0,True,42802.0,5.8642,0.5958,Jwa-OBQ9_Y0|New PUBG MOBILE x BAPE Exclusive Outfit: Now Live!,2000-01-01,2026-02-05
Warner Bros. Entertainment,Movie,Global,1,41848,276,21,0,True,41848.0,0.6595,0.0502,5ULfGSFMGj8|PUBG MOBILE | Spectral Admiral & Mystic Kraken,2000-01-01,2026-02-05
-Suit Trailer,IP,Global,1,41735,1826,197,0,True,41735.0,4.3752,0.472,-6_wzRfrRPk|PUBG MOBILE | Golden Moon Adventures | Silvanus X-,2000-01-01,2026-02-05
Angry Birds,IP,Global,1,41567,1874,90,0,True,41567.0,4.5084,0.2165,Ya06pMpMoHU|PUBG MOBILE x Angry Birds: Daring Adventures,2000-01-01,2026-02-05
The7WG FINALLY TEAM UP,IP,Global,1,40956,1501,105,0,True,40956.0,3.6649,0.2564,QTFmCLwHdQQ|Powerbang X The7WG FINALLY TEAM UP,2000-01-01,2026-02-05
Wildcard,Other,Global,1,40581,1463,184,0,True,40581.0,3.6051,0.4534,4uFpnPkubnY|30+ Kills - Raiding Buildings and Rotations ft. Wi,2000-01-01,2026-02-05
your UAZ PUBG MOBILE,IP,Global,1,40171,1475,150,0,True,40171.0,3.6718,0.3734,_9TgdJBTrPI|The Vehicle Advantage - Winning with your UAZ PUBG,2000-01-01,2026-02-05
the Download Center,IP,Global,1,39981,640,13,18,False,39981.0,1.6008,0.0325,HMX6GBSLspI|PUBG MOBILE | Clean Up Resources with the Download,2000-01-01,2026-02-05
Vehicle,IP,Global,1,39453,581,74,0,True,39453.0,1.4726,0.1876,pzYXEb-2CZU|PUBG MOBILE | Hovercraft Vehicle,2000-01-01,2026-02-05
PUBG MOBILE Interview,IP,Global,1,39405,2113,151,0,True,39405.0,5.3623,0.3832,pdyBtJ7c3Os|PUBG MOBILE - Yamaha Motor x PUBG MOBILE Interview,2000-01-01,2026-02-05
Angry Birds Gear,IP,Global,1,39280,1736,74,0,True,39280.0,4.4196,0.1884,O_pMwm-109I|PUBG MOBILE x Angry Birds Gear,2000-01-01,2026-02-05
the Download Center,IP,Global,1,37709,614,15,0,True,37709.0,1.6283,0.0398,HMX6GBSLspI|PUBG MOBILE | Clean Up Resources with the Download,2025-01-26,2026-01-26
PUBG Mobile Pakistan Challenge,IP,Global,2,37289,1207,21,0,True,18644.5,3.2369,0.0563,rNVJx7zoV0c|OPPO X PUBG Mobile Pakistan Challenge- Online Play; X5uKZCdKI00|OPPO X PUBG Mobile Pakistan Challenge- Online Play,2000-01-01,2026-02-05
EWC Survival Stage Day 1,IP,MENA,1,36879,607,1,0,True,36879.0,1.6459,0.0027,Mm3fGd95Zq8|[EN] 2024 PMWC x EWC Survival Stage Day 1 | PUBG M,2000-01-01,2026-02-05
Force,IP,Global,1,35899,1701,156,0,True,35899.0,4.7383,0.4346,R3jb5SN7uZM|Playing with Force - Shadow Vs Force | PUBG MOBILE,2000-01-01,2026-02-05
